ID,성별,나이,머리둘레,키,목뒤높이,샅높이,목밑둘레,가슴둘레,젖가슴둘레,젖가슴아래둘레,허리둘레,배둘레,엉덩이둘레,겨드랑둘레,어깨가쪽사이길이,팔길이,등길이,귀구슬사이머리위길이,귀구슬사이너비,귀바퀴뿌리-귀바퀴뿌리뒤직선길이,발직선길이,몸무게
5_2094,여,43,550,1531,1284,675,377,886,873,760,736,787,930,377,372,492,385,378,150,25,211,55.1
5_2095,여,33,550,1539,1301,668,362,879,900,779,815,937,961,398,368,515,387,380,140,24,220,57.1
5_2096,여,10,560,1379,1140,613,324,716,680,634,645,692,772,314,345,454,305,385,137,24,205,36.2
5_2097,여,8,530,1213,990,518,301,590,565,548,520,533,617,254,315,393,280,385,130,23,180,22.1
5_2098,여,14,550,1567,1326,713,339,786,756,670,618,693,890,341,373,514,340,380,135,25,218,47.8
5_2099,여,15,550,1590,1357,739,344,776,765,691,652,713,877,330,376,532,381,383,136,23,227,46.9
5_2100,여,35,550,1569,1323,687,376,912,947,804,837,956,954,408,392,533,400,390,141,22,231,62.5
5_2101,여,27,570,1561,1319,691,365,890,852,755,770,809,900,378,367,521,396,393,139,21,235,54.1
5_2102,남,9,530,1294,1090,570,323,714,686,646,611,640,715,296,340,431,297,385,136,26,199,31.9
5_2103,여,38,570,1562,1319,702,358,856,837,753,719,866,922,355,377,528,380,386,141,24,227,53.5
5_2104,여,8,530,1321,1096,602,319,724,685,617,615,679,732,292,341,439,292,392,134,21,206,32.8
5_2105,남,10,540,1500,1277,692,355,834,792,740,744,772,854,362,334,520,355,400,143,24,225,48.5
5_2106,남,9,550,1353,1135,592,335,755,739,708,730,728,753,317,359,463,316,394,133,28,205,36.8
5_2107,여,36,530,1545,1303,699,338,789,785,690,663,800,815,328,365,506,370,380,137,22,219,43
5_2108,여,33,520,1578,1332,695,358,815,781,692,627,762,849,357,372,527,363,364,137,23,224,43.9
5_2109,여,8,510,1274,1071,594,291,648,600,557,526,591,647,268,326,429,299,365,134,21,189,24.6
5_2110,남,8,520,1243,1031,567,289,610,572,546,516,523,615,257,313,415,275,370,122,24,190,22.3
5_2111,남,17,560,1726,1447,775,404,852,803,752,656,663,858,384,341,538,442,400,143,22,249,53.2
5_2112,남,12,580,1403,1177,618,327,736,676,642,637,655,755,314,358,445,329,397,142,27,214,37.2
5_2113,남,11,550,1531,1283,674,363,891,844,791,770,787,880,374,396,522,350,418,155,26,244,55.9
5_2114,남,12,560,1570,1337,725,357,960,936,864,910,930,969,374,377,534,375,402,152,29,239,68.5
5_2115,여,17,570,1610,1371,731,357,858,875,743,698,815,935,390,397,545,381,420,140,26,226,58.6
5_2116,여,17,580,1603,1361,720,388,806,800,717,659,720,890,350,410,535,405,390,146,27,232,50.1
5_2117,여,36,550,1577,1334,683,368,881,868,761,722,858,914,405,402,515,386,375,142,20,211,56.4
5_2118,여,35,550,1533,1308,683,404,996,1020,903,902,972,1020,434,370,524,403,365,151,25,229,70.3
5_2119,여,11,530,1404,1168,625,318,738,728,642,617,683,788,335,344,470,295,383,135,25,211,37.9
5_2120,여,34,560,1575,1332,701,368,907,944,802,761,843,937,384,416,515,400,384,154,23,229,58.6
5_2121,여,12,550,1520,1281,698,343,796,761,655,641,692,865,329,383,522,351,395,138,22,232,45.8
5_2122,여,34,550,1594,1347,677,397,920,903,820,773,851,970,385,407,525,410,360,157,22,240,61.9
5_2123,여,13,510,1543,1310,749,325,689,683,610,577,672,770,316,362,532,340,355,126,22,223,35.3
5_2124,여,12,530,1414,1197,646,335,780,750,651,675,740,823,306,394,483,351,360,141,19,215,39.3
5_2125,여,11,530,1462,1245,700,324,735,729,660,655,753,795,324,345,503,324,371,133,22,218,38.4
5_2126,남,9,540,1339,1118,588,331,731,698,645,635,661,750,315,340,451,296,395,139,26,205,34.2
5_2127,남,8,520,1235,1023,547,298,601,568,542,511,516,617,271,302,392,282,366,125,24,179,22.2
5_2128,여,33,530,1664,1435,746,420,1014,1039,877,963,1051,1024,424,439,540,442,400,147,24,231,75.2
5_2129,여,37,540,1600,1368,716,375,932,878,785,810,967,969,393,390,523,409,369,151,21,226,61.4
5_2130,여,12,550,1454,1221,669,311,705,664,604,563,658,775,297,367,465,313,390,135,25,225,34.7
5_2131,남,38,580,1712,1447,758,390,934,877,822,830,842,919,392,434,550,433,408,149,26,234,61.5
5_2132,남,36,590,1757,1492,781,405,919,882,844,770,793,885,402,401,590,439,420,139,22,243,61.9
5_2133,남,31,590,1628,1368,691,472,1077,1029,969,986,993,1055,448,459,537,438,420,162,24,241,85.4
5_2134,남,12,560,1435,1202,673,322,716,675,637,626,637,730,306,339,485,309,403,145,24,219,34.2
5_2135,남,12,540,1521,1285,697,351,752,705,665,634,719,795,333,397,514,345,394,139,26,244,41.4
5_2136,남,12,560,1421,1189,650,328,725,667,639,596,620,760,310,352,462,333,393,144,24,223,36.4
5_2137,남,11,560,1468,1248,694,343,776,743,692,671,773,784,325,376,500,327,400,142,26,222,40.5
5_2138,남,35,580,1622,1361,696,407,978,927,886,857,828,948,413,405,525,421,415,149,26,240,68.5
5_2139,남,27,590,1695,1437,761,419,942,896,785,730,775,890,420,440,590,415,400,146,21,255,60.4
5_2140,남,27,590,1718,1475,757,440,1027,982,905,855,870,987,457,453,570,456,402,151,27,245,76.2
5_2141,남,29,590,1707,1465,719,445,1090,1057,1010,976,984,1051,478,448,555,460,425,163,25,252,95
5_2142,남,46,580,1689,1449,747,443,983,940,872,900,888,922,408,435,576,442,391,160,23,248,67.5
5_2143,남,11,550,1408,1189,636,352,770,713,678,678,678,783,319,367,485,343,390,137,23,224,38.6
5_2144,여,13,560,1475,1255,662,353,819,785,704,696,839,890,353,360,510,364,385,138,20,220,46.9
5_2145,남,30,570,1735,1478,783,400,998,940,885,785,799,910,410,427,620,428,413,152,26,250,64.8
5_2146,남,13,550,1499,1273,713,348,744,697,668,630,682,732,316,370,510,350,397,139,26,234,35.9
5_2147,남,13,530,1485,1262,691,342,825,780,728,774,812,882,367,371,510,352,380,141,26,231,49.6
5_2148,남,31,580,1654,1394,727,402,983,926,881,758,815,932,430,430,582,400,400,152,20,253,66
5_2149,남,27,580,1715,1466,789,425,967,888,822,743,770,910,417,387,590,412,404,155,25,241,63.7
5_2150,남,34,560,1669,1425,734,417,983,929,855,819,850,954,408,451,570,418,385,151,23,236,67.5
5_2151,남,28,570,1712,1452,757,428,998,938,864,838,844,960,451,448,577,447,405,151,24,241,70
5_2152,여,30,560,1532,1295,667,365,880,867,756,733,832,858,372,370,496,394,390,144,24,220,48.5
5_2153,여,18,570,1567,1339,680,363,911,924,796,779,877,1009,402,386,528,415,390,135,23,223,66.5
5_2154,여,18,540,1578,1349,709,370,853,830,730,659,851,915,385,383,537,359,368,137,24,228,54.9
5_2155,여,37,580,1629,1383,704,390,988,995,852,912,956,965,420,394,555,433,425,146,23,232,69.9
5_2156,여,13,570,1640,1385,768,344,766,736,665,609,710,850,336,360,557,353,407,146,24,232,45.9
5_2157,여,10,640,1455,1230,683,337,736,699,645,620,651,770,323,361,493,341,391,146,25,220,37.3
5_2158,남,13,540,1565,1331,692,353,803,764,717,676,721,854,359,398,535,398,378,144,22,222,48.6
5_2159,여,38,540,1568,1337,693,375,882,857,778,720,876,970,391,390,527,375,364,143,22,221,56.6
5_2160,여,9,550,1230,1016,533,294,622,590,557,529,565,682,274,297,410,277,380,131,22,188,24.6
5_2161,여,8,500,1213,990,532,289,584,566,522,497,524,630,264,309,400,295,360,131,27,181,21.7
5_2162,여,26,550,1576,1327,703,348,838,853,762,713,766,940,374,365,520,360,393,142,23,210,54.8
5_2163,여,26,580,1601,1343,660,367,898,895,782,718,846,985,375,399,505,386,405,146,21,220,61.5
5_2164,여,35,540,1562,1331,702,357,833,807,710,643,836,900,347,380,520,381,388,133,16,218,48.3
5_2165,여,8,530,1239,1040,582,287,613,592,560,548,605,653,263,308,432,267,375,132,21,185,23.2
5_2166,여,31,560,1542,1309,663,361,907,912,768,813,880,950,401,378,524,395,396,145,25,216,57.7
5_2167,여,10,510,1369,1151,633,314,669,642,609,566,633,718,299,310,451,313,356,135,22,204,31
5_2168,여,11,540,1439,1213,663,340,779,752,680,683,699,800,324,343,467,330,357,135,24,213,41.5
5_2169,여,27,570,1601,1366,718,360,907,895,771,785,914,1002,398,380,550,415,398,150,20,231,62.3
5_2170,여,27,550,1545,1314,694,349,836,821,705,657,765,910,349,385,530,365,375,146,20,229,49.8
5_2171,남,34,560,1589,1352,706,381,954,894,817,771,770,938,408,380,564,394,385,149,26,224,59.7
5_2172,남,27,580,1700,1450,760,388,959,919,828,732,775,912,412,415,552,441,409,146,17,239,59
5_2173,남,29,620,1803,1551,821,449,1095,1052,971,932,910,1011,462,447,605,468,428,166,24,264,87.1
5_2174,남,28,570,1691,1430,748,408,961,898,823,767,795,939,423,424,567,416,396,152,22,245,64.2
5_2175,남,26,570,1670,1422,771,384,882,820,760,683,716,868,394,388,570,411,389,151,19,233,50.6
5_2176,남,27,580,1772,1519,812,411,973,897,840,749,813,928,414,457,612,444,393,149,25,253,63.7
5_2177,남,26,610,1690,1448,702,518,1194,1183,1108,1140,1150,1131,519,471,558,470,405,170,22,235,108.1
5_2178,남,27,570,1769,1508,797,425,1014,959,899,882,920,1020,429,432,596,426,400,154,26,256,78.9
5_2179,남,43,590,1652,1420,700,418,1024,984,915,917,927,1009,441,453,550,456,407,159,26,259,77.8
5_2180,남,37,580,1604,1362,686,390,945,915,857,824,858,890,397,419,529,424,410,152,22,239,58.5
5_2181,여,33,550,1645,1405,752,368,894,936,774,745,932,1035,364,391,538,428,394,137,25,234,66.2
5_2182,여,30,570,1625,1394,727,379,972,973,845,875,927,979,419,382,550,403,389,146,23,225,67.9
5_2183,여,30,580,1567,1323,673,400,989,1034,916,973,1021,1027,400,388,525,398,411,143,23,223,72.1
5_2184,여,28,580,1540,1301,658,382,883,888,773,727,865,955,357,379,530,393,415,141,26,222,56.1
5_2185,여,28,530,1540,1303,695,339,839,831,713,671,815,864,350,374,515,369,379,145,17,218,47.1
5_2186,여,29,540,1561,1320,694,342,779,800,720,623,758,812,324,332,524,381,385,141,25,225,42.3
5_2187,여,30,540,1565,1327,706,369,863,850,726,685,799,900,367,369,517,388,377,146,21,218,50.1
5_2188,여,31,540,1658,1413,771,364,943,962,818,822,934,987,392,394,550,416,391,142,19,230,63.9
5_2189,여,32,570,1588,1336,696,376,929,920,773,748,917,963,388,394,526,342,418,145,21,226,59.8
5_2190,여,28,590,1406,1173,578,389,916,927,758,739,844,918,360,400,424,345,385,146,21,207,51.3
5_2191,여,34,550,1532,1309,670,380,923,935,820,808,898,928,389,400,525,403,370,148,23,228,56.7
5_2192,여,11,530,1403,1180,637,320,766,738,641,648,676,794,311,347,485,345,377,140,24,216,38.2
5_2193,여,8,510,1222,1018,553,298,630,607,584,580,574,653,274,329,414,278,365,128,26,188,24.5
5_2194,여,26,570,1538,1298,684,345,885,871,778,719,865,923,365,358,528,361,375,150,21,217,55.2
5_2195,여,35,560,1645,1396,727,372,886,862,769,704,870,922,382,409,555,402,387,146,27,233,57.3
5_2196,여,27,570,1593,1344,715,363,812,809,707,652,747,865,361,373,521,360,396,143,24,233,48.9
5_2197,남,54,580,1646,1406,709,426,999,947,907,862,887,945,438,423,564,415,405,151,23,239,69.8
5_2198,남,30,590,1625,1375,685,415,1006,966,908,861,865,940,427,417,538,438,391,152,23,232,68.1
5_2199,남,31,600,1734,1474,749,454,1167,1090,1019,960,973,1037,497,477,563,452,393,164,26,256,93.2
5_2200,남,28,590,1704,1458,712,460,1038,975,950,932,940,1028,484,408,560,442,411,160,25,245,86.4
5_2201,남,28,580,1656,1384,688,389,879,814,774,651,753,887,375,417,521,432,403,167,25,231,54.6
5_2202,남,29,570,1644,1402,736,369,820,779,725,629,655,805,369,394,545,395,409,151,23,233,46.4
5_2203,여,35,550,1578,1338,704,365,815,824,721,683,844,902,352,366,534,351,385,140,23,220,50.9
5_2204,여,34,540,1615,1373,714,367,843,834,723,632,777,940,360,390,530,378,382,143,23,227,52.3
5_2205,여,11,520,1407,1186,659,319,678,654,595,552,634,725,288,352,455,305,365,135,24,206,31.4
5_2206,여,9,540,1402,1181,654,319,715,673,610,574,630,777,312,353,470,291,380,138,24,210,35.1
5_2207,여,10,550,1360,1148,634,327,710,690,613,604,657,720,293,332,449,302,395,140,21,210,32.7
5_2208,여,36,570,1589,1357,745,360,804,806,718,674,797,870,352,370,544,362,395,142,24,229,47.8
5_2209,여,35,540,1584,1348,728,370,897,896,797,748,905,944,380,365,525,362,370,139,21,221,56.8
5_2210,여,38,580,1558,1324,680,384,893,881,788,726,753,921,390,387,515,375,403,146,21,226,56.6
5_2211,여,32,580,1560,1304,641,383,915,920,806,785,844,954,411,359,504,401,400,156,23,217,65
5_2212,여,38,570,1628,1387,709,411,1045,1066,929,970,980,1016,441,429,554,434,390,156,25,240,79.5
5_2213,여,8,510,1235,1027,557,291,610,604,581,564,568,658,268,305,410,276,359,126,24,195,24.1
5_2214,여,26,570,1629,1376,733,360,870,872,741,655,759,902,374,378,543,375,390,142,20,234,53.8
5_2215,여,31,550,1594,1360,704,363,840,854,794,755,860,884,352,368,537,382,380,146,23,239,53.8
5_2216,여,29,550,1532,1303,679,335,842,829,700,603,729,892,360,387,526,355,387,144,20,216,48.6
5_2217,여,28,560,1645,1401,733,376,924,906,795,764,892,1022,379,410,560,373,396,141,26,226,66.5
5_2218,여,28,580,1652,1391,727,349,847,876,760,675,861,920,362,380,533,389,390,140,24,234,56.9
5_2219,여,20,540,1635,1398,753,370,847,875,736,706,872,945,364,380,542,382,365,137,23,224,54.3
5_2220,남,27,580,1828,1566,830,428,1020,990,910,792,862,991,438,452,620,453,404,160,23,265,79.1
5_2221,남,32,600,1780,1512,761,482,1107,1076,1025,1064,1057,1076,488,453,581,470,426,177,28,267,94.7
5_2222,남,30,600,1686,1449,727,485,1169,1123,1055,1048,1030,1088,495,469,572,436,405,160,24,237,98.3
5_2223,남,40,560,1576,1337,693,396,914,877,843,732,774,888,404,386,540,393,408,145,26,247,55.3
5_2224,남,28,570,1641,1402,739,383,926,876,834,790,790,910,410,417,567,385,390,141,23,227,59.6
5_2225,여,39,570,1587,1348,707,362,884,900,787,775,865,950,371,375,536,373,400,147,21,226,56.7
5_2226,여,9,540,1272,1061,593,300,642,624,571,556,608,670,276,334,428,275,370,125,23,194,26.1
5_2227,남,44,600,1670,1418,708,451,1105,1048,1014,972,984,1028,472,440,564,418,410,164,27,247,85.3
5_2228,남,31,580,1683,1439,736,412,1025,987,917,899,911,1000,443,437,570,441,384,154,25,247,76.2
5_2229,여,28,550,1625,1398,702,386,987,1015,843,852,1010,1042,422,417,546,429,398,151,24,238,77
5_2230,남,30,610,1722,1473,744,441,1011,994,919,902,908,1013,437,424,570,469,425,163,23,246,77.9
5_2231,남,33,600,1740,1478,795,415,930,891,847,813,884,965,413,427,589,415,412,158,24,251,68.1
5_2232,남,29,580,1669,1430,750,412,1015,960,904,775,792,947,449,422,585,426,383,155,22,236,68.7
5_2233,여,28,550,1557,1316,671,344,948,942,786,824,996,1057,387,368,508,385,380,146,26,237,65.9
5_2234,여,30,550,1581,1342,700,370,867,840,740,679,862,946,369,376,529,375,373,143,23,233,55.3
5_2235,여,29,580,1546,1309,663,395,952,974,837,880,1020,1054,405,380,510,390,402,142,22,221,73.1
5_2236,여,28,560,1613,1375,741,368,897,906,784,776,887,956,414,370,557,389,380,139,27,228,59.5
5_2237,여,31,570,1631,1399,749,403,970,1012,886,951,1048,1085,411,417,570,398,395,144,27,239,75.1
5_2238,여,33,550,1597,1346,711,376,885,882,797,793,950,959,388,377,546,371,400,135,25,226,59.9
5_2239,여,26,570,1598,1349,696,352,820,821,732,658,719,889,365,383,515,372,385,145,20,218,49.6
5_2240,여,33,570,1628,1387,697,396,988,1003,855,845,915,1010,422,407,529,427,392,151,23,227,73.3
5_2241,남,31,570,1745,1501,780,432,1019,960,889,789,810,930,421,433,585,434,395,154,26,260,69.3
5_2242,남,33,600,1752,1496,781,434,1043,975,928,887,893,1012,453,445,577,444,420,157,24,257,80.9
5_2243,남,30,570,1687,1449,759,434,980,945,895,855,869,944,448,411,563,439,414,160,25,239,71.8
5_2244,남,29,570,1690,1442,744,429,1084,1031,993,936,1006,1015,484,436,590,452,385,158,29,263,81.8
5_2245,남,30,580,1743,1477,781,410,884,825,802,719,767,873,402,458,569,443,405,157,22,253,56.2
5_2246,남,28,580,1669,1403,762,421,933,891,808,794,864,963,400,435,553,399,402,154,26,247,61.9
5_2247,남,27,600,1785,1511,770,447,1138,1113,1018,1037,1040,1115,488,454,585,453,406,161,24,255,103.1
5_2248,남,29,610,1786,1522,792,470,990,942,876,870,869,1005,458,478,610,474,424,157,19,260,82.3
5_2249,남,42,570,1708,1469,770,429,1017,984,900,892,926,1010,432,443,559,457,400,155,24,247,76.4
5_2250,남,31,570,1641,1389,728,411,972,908,842,770,788,935,432,405,554,398,377,158,22,232,62.3
5_2251,남,31,590,1721,1470,774,461,1064,1020,979,902,915,1017,407,480,580,461,393,161,24,263,80.8
5_2252,남,31,570,1749,1485,776,399,895,831,766,701,720,863,395,399,587,460,405,154,28,253,54.4
5_2253,남,36,540,1672,1419,760,402,898,842,775,740,752,867,396,399,575,424,364,150,22,231,54.3
5_2254,남,30,600,1763,1498,796,467,1088,1018,962,933,950,991,464,453,620,425,424,167,28,259,85.3
5_2255,남,29,570,1730,1486,813,406,938,881,821,754,786,895,413,420,609,425,380,154,25,250,61.7
5_2256,남,32,580,1743,1486,748,411,910,850,803,835,759,920,409,466,561,481,417,157,26,252,62.1
5_2257,남,28,590,1733,1489,777,455,1129,1085,998,974,1035,1058,475,469,590,456,395,164,22,242,92.5
5_2258,남,28,590,1643,1390,723,411,972,945,904,872,879,976,431,408,560,415,410,162,23,234,71.4
5_2259,남,35,600,1662,1419,713,442,1040,997,920,934,959,1022,464,449,524,430,424,161,23,238,80.8
5_2260,남,36,600,1653,1462,736,439,1056,1028,966,990,997,1000,457,427,581,424,400,155,27,234,80.1
5_2261,남,39,600,1671,1450,712,457,1089,1064,963,985,990,1023,473,462,553,462,404,162,23,254,88.9
5_2262,남,27,600,1739,1493,790,462,1032,974,909,859,873,1010,449,485,571,449,446,157,25,258,82.6
5_2263,남,28,560,1755,1508,804,412,1097,1030,947,768,827,926,445,467,595,442,402,151,24,254,74.7
5_2264,남,33,590,1753,1487,762,450,1080,1032,945,949,956,1073,482,426,569,435,428,157,23,257,90.5
5_2265,남,53,560,1583,1351,691,395,906,890,831,781,798,891,396,430,544,430,371,146,27,233,56.5
5_2266,남,20,590,1729,1458,784,435,955,894,817,729,790,937,423,460,610,422,404,155,21,257,68.6
5_2267,남,33,580,1677,1435,751,386,900,863,805,759,780,888,405,434,560,445,405,149,23,247,59
5_2268,남,34,570,1658,1413,715,424,989,924,828,840,837,940,427,465,535,433,391,153,22,235,65.5
5_2269,남,71,570,1620,1410,698,405,1057,1022,950,878,889,914,440,439,540,443,371,145,29,240,66.7
5_2270,여,28,560,1619,1383,751,370,904,941,782,785,908,934,378,374,541,383,398,144,23,230,58.4
5_2271,여,29,580,1689,1435,774,400,918,901,771,740,840,977,392,419,563,382,412,154,25,242,67.1
5_2272,여,28,590,1586,1333,714,364,839,822,729,648,700,840,333,366,508,370,399,143,23,214,45.8
5_2273,여,39,560,1588,1340,710,351,852,842,739,672,772,913,365,368,518,376,394,142,20,229,52.4
5_2274,여,36,560,1631,1377,726,358,845,820,731,666,866,932,351,401,550,375,382,144,28,234,54.2
5_2275,남,8,520,1217,1002,522,320,670,637,605,626,632,694,286,323,405,275,375,129,25,187,27.9
5_2276,여,30,530,1576,1341,722,354,838,798,700,629,805,880,372,364,541,350,371,140,25,220,47.3
5_2277,여,29,540,1609,1364,710,369,782,769,688,651,819,886,349,377,510,383,385,140,25,228,48.4
5_2278,여,28,530,1521,1284,664,348,904,890,775,719,788,926,375,354,518,366,365,146,22,204,55.3
5_2279,여,28,570,1671,1420,757,372,871,864,773,717,890,980,382,398,562,390,386,151,22,229,60.4
5_2280,남,35,590,1781,1529,805,434,1030,932,869,850,855,978,452,439,600,465,416,163,29,265,77.3
5_2281,남,32,570,1706,1464,771,389,898,825,776,693,728,880,398,414,542,423,408,153,24,254,58.9
5_2282,남,32,570,1658,1420,743,443,938,893,810,747,745,902,422,,570,431,390,143,28,242,61.7
5_2283,남,57,570,1637,1393,695,400,958,929,888,860,857,909,421,391,560,421,390,149,27,237,62.8
5_2284,남,32,580,1663,1416,761,392,971,915,839,708,724,872,410,437,562,423,375,152,24,246,59
5_2285,남,30,580,1727,1473,760,424,1041,995,920,957,998,1092,432,446,577,428,421,157,29,240,90.4
5_2286,남,27,580,1724,1480,790,404,953,893,851,750,791,871,431,420,597,442,414,154,26,264,64.7
5_2287,여,32,570,1574,1334,706,350,805,787,675,620,773,857,339,362,515,355,378,140,23,223,45.3
5_2288,여,29,560,1593,1366,728,352,833,865,737,733,875,976,382,354,545,371,399,146,24,221,59.2
5_2289,여,19,580,1565,1318,686,383,908,896,777,722,808,1002,382,395,536,367,400,141,23,222,62.2
5_2290,여,19,590,1538,1311,721,355,819,814,685,632,813,867,334,360,542,346,383,152,23,224,48.8
5_2291,여,31,560,1554,1310,702,338,781,787,691,613,767,880,337,382,506,353,392,145,28,220,46.6
5_2292,여,26,520,1597,1354,726,337,782,761,701,645,730,913,336,375,533,364,365,139,20,218,46
5_2293,남,31,600,1634,1378,693,391,931,872,821,811,813,926,392,410,528,418,401,151,25,223,59.8
5_2294,남,30,600,1724,1466,764,434,996,931,892,769,781,977,433,455,582,454,417,158,22,257,72.4
5_2295,남,9,550,1344,1122,619,332,701,670,647,624,615,725,301,332,445,320,387,144,24,201,32.5
5_2296,남,32,590,1726,1482,757,421,958,876,827,800,851,958,417,436,558,450,305,155,25,237,68.6
5_2297,남,14,550,1649,1422,789,368,910,899,785,831,854,900,383,397,570,397,390,150,27,257,62.5
5_2298,남,12,540,1505,1273,711,351,779,705,663,625,649,778,340,351,505,322,388,148,27,234,41.4
5_2299,남,13,550,1434,1196,652,326,782,729,706,672,697,796,337,363,463,322,393,146,28,216,41.5
5_2300,남,11,540,1481,1259,687,359,823,772,730,734,750,797,360,357,503,345,415,143,27,219,44.8
5_2301,남,7,520,1186,987,536,308,658,631,595,600,592,658,275,313,399,271,390,130,27,178,25.5
5_2302,남,10,540,1418,1184,632,327,743,703,652,657,699,790,319,349,465,330,387,137,28,213,38.2
5_2303,남,9,570,1416,1196,634,360,841,823,778,767,770,787,360,347,495,338,411,144,31,220,46.1
5_2304,남,22,540,1691,1444,793,366,834,797,742,664,784,888,386,389,585,386,377,150,24,253,54.2
5_2305,남,32,590,1810,1559,794,428,1011,967,875,842,910,960,440,458,610,471,416,156,24,257,75.1
5_2306,남,28,570,1745,1486,743,436,982,925,887,864,898,973,423,438,554,451,410,156,24,228,73.3
5_2307,남,28,580,1685,1414,755,396,912,867,821,707,707,916,395,400,551,428,390,157,23,244,60.2
5_2308,남,30,580,1707,1471,768,429,1016,961,886,873,874,957,429,419,602,452,400,157,25,253,71.6
5_2309,남,42,580,1753,1492,781,451,1088,1055,975,953,997,1011,489,418,594,426,423,163,26,240,83.3
5_2310,남,34,590,1672,1412,692,440,1031,1013,980,1024,1028,972,426,420,542,434,420,158,27,234,81
5_2311,남,32,580,1761,1498,779,409,987,929,843,744,804,937,419,425,595,445,393,149,26,268,67.4
5_2312,남,28,600,1760,1499,788,432,1080,1029,971,924,911,1040,468,453,565,453,400,165,25,259,86.3
5_2313,남,11,540,1319,1110,619,306,655,625,603,563,609,679,279,322,445,299,370,130,29,205,28.2
5_2314,남,37,570,1657,1422,735,429,972,921,876,848,845,927,421,437,571,434,400,156,27,230,68.3
5_2315,여,10,530,1369,1165,644,319,687,653,585,543,643,719,284,345,464,285,380,137,26,209,31.3
5_2316,남,37,570,1716,1480,793,422,922,878,844,830,832,910,400,399,575,443,396,150,21,249,63.6
5_2317,남,61,580,1551,1323,677,415,952,919,875,877,849,900,399,408,525,408,373,153,25,231,60.7
5_2318,남,31,610,1736,1497,779,454,1065,1054,970,1040,1052,1085,454,458,587,477,410,165,28,251,92.6
5_2319,남,42,570,1657,1413,707,421,975,962,877,883,905,949,440,426,562,427,395,158,22,246,70.2
5_2320,남,36,580,1663,1419,730,410,904,881,832,786,792,930,404,430,546,433,405,161,26,247,62.3
5_2321,남,29,590,1744,1484,762,428,982,910,845,757,789,968,416,442,593,452,400,164,29,254,69.2
5_2322,남,38,580,1762,1493,769,407,917,870,813,756,785,947,422,439,585,444,407,154,23,262,67
5_2323,여,34,550,1512,1289,663,364,912,927,785,773,916,979,369,393,509,367,370,139,22,227,57.4
5_2324,여,27,570,1574,1333,705,360,908,927,799,762,809,967,395,369,524,350,380,152,24,224,59.2
5_2325,여,29,550,1617,1364,710,356,818,792,690,636,715,898,344,405,532,378,390,144,22,236,50.1
5_2326,여,28,540,1601,1353,749,353,823,815,698,674,830,902,347,370,544,340,369,140,25,229,50.3
5_2327,여,40,550,1602,1366,698,374,944,968,805,844,994,1040,419,386,520,422,390,145,27,235,70.1
5_2328,여,31,540,1535,1310,686,361,885,882,754,736,857,964,373,374,503,380,378,137,25,212,58.6
5_2329,여,33,580,1549,1306,659,391,974,1016,875,897,1059,1082,423,362,496,410,402,151,25,218,74.3
5_2330,여,33,570,1576,1336,688,366,838,847,749,722,888,999,367,377,513,367,397,149,23,225,57.8
5_2331,여,32,570,1501,1283,654,358,932,975,815,867,982,1058,388,387,496,402,385,142,25,208,64.9
5_2332,여,30,560,1468,1265,648,351,873,878,757,683,785,659,377,369,504,366,383,143,24,209,54.8
5_2333,여,30,580,1637,1399,753,388,817,815,718,661,780,908,374,391,583,372,381,148,27,245,52.5
5_2334,여,30,550,1568,1330,692,359,805,798,729,663,726,955,345,380,510,390,385,142,24,235,48.9
5_2335,남,29,560,1727,1474,764,418,978,940,871,897,886,996,437,445,592,438,394,152,28,255,75.4
5_2336,남,28,580,1736,1480,775,417,946,913,839,808,831,933,419,425,610,418,407,158,21,248,68
5_2337,남,36,550,1680,1439,752,409,928,897,842,840,829,923,420,404,555,425,395,150,22,244,64.6
5_2338,남,32,580,1659,1402,724,414,998,915,853,790,790,935,415,427,524,431,410,151,23,232,61.9
5_2339,남,40,590,1736,1494,783,437,1019,980,918,915,883,974,451,426,601,443,390,159,26,261,78
5_2340,남,11,550,1403,1182,647,341,796,732,693,720,741,802,335,345,485,306,379,144,26,230,41.6
5_2341,여,38,520,1538,1312,695,353,845,820,725,677,758,924,369,358,525,340,365,142,26,229,50.7
5_2342,여,32,570,1593,1349,732,350,796,743,685,633,723,877,358,389,528,359,385,143,23,215,45.5
5_2343,여,30,530,1508,1282,670,335,810,812,677,602,787,890,338,352,493,350,365,138,22,205,45.4
5_2344,여,30,580,1561,1315,714,378,884,867,762,693,839,896,369,396,525,357,401,147,24,231,53.3
5_2345,여,39,560,1584,1343,702,355,829,824,724,664,820,909,348,387,523,370,380,152,20,222,51.4
5_2346,여,36,590,1526,1308,679,416,1053,1099,980,1009,1034,1159,452,415,516,393,400,150,23,224,88.8
5_2347,여,39,560,1539,1295,672,357,832,813,708,652,786,950,348,387,517,366,390,144,23,228,52.3
5_2348,여,38,590,1551,1312,671,429,1015,1003,884,872,977,995,422,401,500,353,402,153,29,233,71.4
5_2349,여,34,580,1593,1343,727,374,913,896,805,744,895,1004,383,392,537,362,414,147,23,228,60.9
5_2350,남,39,580,1769,1516,779,448,998,935,900,921,906,1015,449,429,573,443,404,157,22,250,79.5
5_2351,남,60,590,1644,1399,716,457,980,945,904,838,853,915,428,398,541,420,411,163,29,241,67.3
