cs_url,shop_name,shop_tag
https://www.brandi.co.kr/shop/babimon/cscenter,바비몬,#20대중반#섹시글램#쇼핑몰
https://www.brandi.co.kr/shop/moodmaker/cscenter,무드메이커,#20대후반#심플베이직#쇼핑몰
https://www.brandi.co.kr/shop/cherrykoko/cscenter,체리코코,#20대중반#러블리#쇼핑몰
https://www.brandi.co.kr/shop/ont/cscenter,언트,#20대중반#심플베이직#마켓
https://www.brandi.co.kr/shop/moodgallery/cscenter,무드갤러리,#20대중반#심플베이직#마켓
https://www.brandi.co.kr/shop/mybany/cscenter,마이바니,#20대중반#페미닌#쇼핑몰
https://www.brandi.co.kr/shop/miublanc/cscenter,미우블랑,#20대초반#심플베이직#마켓
https://www.brandi.co.kr/shop/bluecity/cscenter,블루씨티,#20대중반#페미닌#쇼핑몰
https://www.brandi.co.kr/shop/ribbed/cscenter,리브드,#20대중반#심플베이직#마켓
https://www.brandi.co.kr/shop/321g/cscenter,321g,#20대초반#심플베이직#쇼핑몰
https://www.brandi.co.kr/shop/merryat/cscenter,메리엣,#20대중반#페미닌#쇼핑몰
https://www.brandi.co.kr/shop/acomma/cscenter,에이콤마,#20대중반#페미닌#쇼핑몰
https://www.brandi.co.kr/shop/dimoroom/cscenter,디모룸,#20대초반#페미닌#쇼핑몰
https://www.brandi.co.kr/shop/aroundu/cscenter,어라운드유,#20대초반#심플베이직#쇼핑몰
https://www.brandi.co.kr/shop/mossplanter/cscenter,모스플랜터,#20대중반#심플베이직#쇼핑몰
https://www.brandi.co.kr/shop/themonique/cscenter,더모니크,#20대초반#심플베이직#쇼핑몰
https://www.brandi.co.kr/shop/twotilda/cscenter,투틸다,#20대초반#러블리#쇼핑몰
https://www.brandi.co.kr/shop/glowproject/cscenter,글로우프로젝트,#20대중반#심플베이직#마켓
https://www.brandi.co.kr/shop/wansmall/cscenter,완스몰,#20대중반#캐주얼#쇼핑몰
https://www.brandi.co.kr/shop/room302/cscenter,302호,#20대초반#심플베이직#쇼핑몰
https://www.brandi.co.kr/shop/mayble/cscenter,메이블,#20대후반#심플베이직#쇼핑몰
https://www.brandi.co.kr/shop/aftermonday/cscenter,에프터먼데이,#20대중반#심플베이직#쇼핑몰
https://www.brandi.co.kr/shop/happymore/cscenter,해피모어,#20대초반#심플베이직#마켓
https://www.brandi.co.kr/shop/thedalayo/cscenter,더달아요,#20대초반#페미닌#쇼핑몰
https://www.brandi.co.kr/shop/tytory/cscenter,타이토리,#20대초반#러블리#마켓
https://www.brandi.co.kr/shop/aloei/cscenter,알로에아이,#20대초반#심플베이직#쇼핑몰
https://www.brandi.co.kr/shop/square101/cscenter,스퀘어101,#20대중반#심플베이직#쇼핑몰
https://www.brandi.co.kr/shop/celubs/cscenter,셀럽스,#20대후반#페미닌#쇼핑몰
https://www.brandi.co.kr/shop/hwangbling/cscenter,황블링,#20대중반#캐주얼#쇼핑몰
https://www.brandi.co.kr/shop/22xx/cscenter,투애니투엑스,#20대초반#캐주얼#쇼핑몰
https://www.brandi.co.kr/shop/deepmauve/cscenter,딥모브,#20대중반#페미닌#쇼핑몰
https://www.brandi.co.kr/shop/andmin/cscenter,앤드민,#20대초반#심플베이직#마켓
https://www.brandi.co.kr/shop/pinkburgundy/cscenter,핑크버건디,#20대초반#러블리#쇼핑몰
https://www.brandi.co.kr/shop/wonderland/cscenter,원더랜드,#20대중반#페미닌#쇼핑몰
https://www.brandi.co.kr/shop/thecheezmarket/cscenter,더치즈마켓,#20대초반#러블리#마켓
https://www.brandi.co.kr/shop/ddein/cscenter,디데인,#20대초반#심플베이직#마켓
https://www.brandi.co.kr/shop/somimond/cscenter,소미몬트,#20대초반#심플베이직#마켓
https://www.brandi.co.kr/shop/looknmood/cscenter,룩앤무드,#20대초반#심플베이직#쇼핑몰
https://www.brandi.co.kr/shop/betweenk/cscenter,비트윈케이,#20대중반#페미닌#쇼핑몰
https://www.brandi.co.kr/shop/withipun/cscenter,위드이픈,#20대중반#페미닌#쇼핑몰
https://www.brandi.co.kr/shop/somimarket/cscenter,소미마켓,#20대중반#페미닌#마켓
https://www.brandi.co.kr/shop/threebloom/cscenter,쓰리블룸,#20대중반#심플베이직#쇼핑몰
https://www.brandi.co.kr/shop/modernz/cscenter,모던지,#20대중반#페미닌#쇼핑몰
https://www.brandi.co.kr/shop/comingstory/cscenter,커밍스토리,#20대중반#캐주얼#쇼핑몰
https://www.brandi.co.kr/shop/lolday/cscenter,롤데이,#20대중반#페미닌#쇼핑몰
https://www.brandi.co.kr/shop/momoapparels/cscenter,모모어페럴스,#20대중반#캐주얼#쇼핑몰
https://www.brandi.co.kr/shop/mccoii/cscenter,멕코이,#20대중반#심플베이직#쇼핑몰
https://www.brandi.co.kr/shop/brossomj/cscenter,브로썸제이,#20대초반#심플베이직#쇼핑몰
https://www.brandi.co.kr/shop/missanmarket/cscenter,미쓰안마켓,#20대초반#심플베이직#마켓
https://www.brandi.co.kr/shop/vividvely/cscenter,비비드블리,#20대후반#캐주얼#쇼핑몰
https://www.brandi.co.kr/shop/meanmarket/cscenter,민마켓,#20대중반#캐주얼#마켓
https://www.brandi.co.kr/shop/bloodymary/cscenter,블러디메리,#20대초반#페미닌#마켓
https://www.brandi.co.kr/shop/dalie/cscenter,달리,#20대중반#심플베이직#쇼핑몰
https://www.brandi.co.kr/shop/closeclip/cscenter,클로즈클립,#20대초반#심플베이직#쇼핑몰
https://www.brandi.co.kr/shop/lipnday/cscenter,립앤데이,#20대후반#페미닌#쇼핑몰
https://www.brandi.co.kr/shop/wannado/cscenter,워너두,#20대중반#심플베이직#마켓
https://www.brandi.co.kr/shop/pingnugget/cscenter,핑너겟,#20대중반#심플베이직#쇼핑몰
https://www.brandi.co.kr/shop/graymoon/cscenter,그레이문,#20대중반#심플베이직#마켓
https://www.brandi.co.kr/shop/classicblanc/cscenter,클래식블랑,#20대후반#페미닌#쇼핑몰
https://www.brandi.co.kr/shop/mydear/cscenter,마이디어,#20대중반#심플베이직#쇼핑몰
https://www.brandi.co.kr/shop/moderntage/cscenter,모던티지,#20대중반#심플베이직#쇼핑몰
https://www.brandi.co.kr/shop/ohmyget/cscenter,오마이겟,#20대중반#캐주얼#쇼핑몰
https://www.brandi.co.kr/shop/inanity/cscenter,이너니티,#20대초반#심플베이직#로드샵
https://www.brandi.co.kr/shop/heartracinghyovelymarket/cscenter,심쿵효블리네,#20대초반#러블리#마켓
https://www.brandi.co.kr/shop/tooyoon/cscenter,투윤,#20대초반#심플베이직#마켓
https://www.brandi.co.kr/shop/eunttomarket/cscenter,은또마켓,#20대중반#페미닌#쇼핑몰
https://www.brandi.co.kr/shop/anndaly/cscenter,앤달리,#20대중반#페미닌#쇼핑몰
https://www.brandi.co.kr/shop/hidehi/cscenter,하이드하이,#20대중반#심플베이직#마켓
https://www.brandi.co.kr/shop/unbutton/cscenter,언버튼,#20대중반#캐주얼#쇼핑몰
https://www.brandi.co.kr/shop/openclothing/cscenter,오픈클로딩,#20대중반#심플베이직#쇼핑몰
https://www.brandi.co.kr/shop/vividyoon/cscenter,비비드윤,#20대중반#러블리#쇼핑몰
https://www.brandi.co.kr/shop/bliyz/cscenter,블리즈,#20대초반#페미닌#쇼핑몰
https://www.brandi.co.kr/shop/creme/cscenter,크렘,#20대중반#심플베이직#마켓
https://www.brandi.co.kr/shop/binply/cscenter,빈플리,#20대중반#페미닌#마켓
https://www.brandi.co.kr/shop/lalabong/cscenter,라라봉,#20대초반#심플베이직#쇼핑몰
https://www.brandi.co.kr/shop/vanham/cscenter,반함언니,#20대중반#페미닌#쇼핑몰
https://www.brandi.co.kr/shop/fromanne/cscenter,프롬안느,#20대초반#심플베이직#쇼핑몰
https://www.brandi.co.kr/shop/cidermarket/cscenter,사이다마켓,#20대초반#캐주얼#마켓
https://www.brandi.co.kr/shop/gee/cscenter,지,#20대초반#페미닌#쇼핑몰
https://www.brandi.co.kr/shop/ooket/cscenter,우켓,#20대초반#캐주얼#쇼핑몰
https://www.brandi.co.kr/shop/lookchic/cscenter,어바웃문,#20대초반#심플베이직#쇼핑몰
https://www.brandi.co.kr/shop/flym/cscenter,플라이엠,#20대초반#심플베이직#쇼핑몰
https://www.brandi.co.kr/shop/daysoff/cscenter,데이즈오프,#20대중반#심플베이직#쇼핑몰
https://www.brandi.co.kr/shop/sugarfun/cscenter,슈가펀,#20대중반#심플베이직#쇼핑몰
https://www.brandi.co.kr/shop/morejane/cscenter,모어제인,#20대중반#심플베이직#쇼핑몰
https://www.brandi.co.kr/shop/broom/cscenter,브룸,#20대중반#심플베이직#마켓
https://www.brandi.co.kr/shop/merrymine/cscenter,메리마인,#20대중반#심플베이직#마켓
https://www.brandi.co.kr/shop/betterluck/cscenter,배럴럭,#20대초반#심플베이직#마켓
https://www.brandi.co.kr/shop/chlodmanon/cscenter,끌로드마농,#20대초반#러블리#쇼핑몰
https://www.brandi.co.kr/shop/needarin/cscenter,니드어린,#20대중반#캐주얼#마켓
https://www.brandi.co.kr/shop/im3/cscenter,아이엠쓰리,#20대초반#캐주얼#쇼핑몰
https://www.brandi.co.kr/shop/ssoleilmarket/cscenter,솔레이마켓,#20대중반#심플베이직#마켓
https://www.brandi.co.kr/shop/becomingm/cscenter,비커밍마켓,#20대중반#캐주얼#마켓
https://www.brandi.co.kr/shop/mowana/cscenter,모와나,#20대후반#페미닌#로드샵
